0.0	101325.0
100.0	100129.0
200.0	98945.3
300.0	97772.6
400.0	96611.1
500.0	95460.8
600.0	94321.7
700.0	93193.6
800.0	92076.4
900.0	90970.1
1000.0	89874.6
1100.0	88789.8
1200.0	87715.6
1300.0	86651.9
1400.0	85598.8
1500.0	84556.0
1600.0	83523.5
1700.0	82501.3
1800.0	81489.2
1900.0	80487.2
2000.0	79495.2
2100.0	78513.1
2200.0	77540.9
2300.0	76578.4
2400.0	75625.7
2500.0	74682.5
2600.0	73748.9
2700.0	72824.8
2800.0	71910.1
2900.0	71004.7
3000.0	70108.5
3100.0	69221.6
3200.0	68343.7
3300.0	67474.9
3400.0	66615.0
3500.0	65764.1
3600.0	64921.9
3700.0	64088.6
3800.0	63263.9
3900.0	62447.8
4000.0	61640.2
4100.0	60841.2
4200.0	60050.5
4300.0	59268.2
4400.0	58494.2
4500.0	57728.3
4600.0	56970.6
4700.0	56221.0
4800.0	55479.4
4900.0	54745.7
5000.0	54019.9
5100.0	53301.9
5200.0	52591.7
5300.0	51889.1
5400.0	51194.2
5500.0	50506.8
5600.0	49826.9
5700.0	49154.5
5800.0	48489.4
5900.0	47831.6
6000.0	47181.0